Dates,Destination,InviaCode,Operator,MealType,Price,Hotel,Airport,Minute
"7.9. - 10.9.
							(4 dny)",Kréta,8599,Electra Tours,All Inclusive,12 450 Kč,Malia Bay,Letecky - Praha,Last minute
"7.9. - 21.9.
							(15 dní)",Kréta,8599,Electra Tours,All Inclusive,25 790 Kč,Malia Bay,Letecky - Brno,FM
"10.9. - 17.9.
							(8 dní)",Kréta,8599,Electra Tours,All Inclusive,17 090 Kč,Malia Bay,"Letecky - Praha, Brno",FM
"10.9. - 24.9.
							(15 dní)",Kréta,8599,Electra Tours,All Inclusive,24 390 Kč,Malia Bay,Letecky - Praha,FM
"13.9. - 17.9.
							(5 dní)",Kréta,8599,Electra Tours,All Inclusive,13 650 Kč,Malia Bay,Letecky - Praha,Last minute
"21.5. - 31.5.
							(11 dní)",Rhodos,21462,Electra Tours,All Inclusive,15 590 Kč,Kamari Beach,Letecky - Praha,FM
"21.5. - 3.6.
							(14 dní)",Rhodos,21462,Electra Tours,All Inclusive,18 290 Kč,Kamari Beach,Letecky - Praha,FM
"25.5. - 31.5.
							(7 dní)",Rhodos,21462,Electra Tours,All Inclusive,12 650 Kč,Kamari Beach,Letecky - Praha,FM
"25.5. - 3.6.
							(10 dní)",Rhodos,21462,Electra Tours,All Inclusive,15 290 Kč,Kamari Beach,Letecky - Praha,FM
"1.6. - 4.6.
							(4 dny)",Rhodos,21462,Electra Tours,All Inclusive,11 290 Kč,Kamari Beach,Letecky - Praha,Last minute
"3.6. - 10.6.
							(8 dní)",Rhodos,21462,Electra Tours,All Inclusive,14 950 Kč,Kamari Beach,Letecky - Praha,FM
"17.6. - 24.6.
							(8 dní)",Rhodos,21462,Electra Tours,All Inclusive,17 090 Kč,Kamari Beach,Letecky - Praha,FM
"20.6. - 27.6.
							(8 dní)",Rhodos,21462,Electra Tours,All Inclusive,17 150 Kč,Kamari Beach,Letecky - Brno,FM
"21.6. - 25.6.
							(5 dní)",Rhodos,21462,Electra Tours,All Inclusive,13 350 Kč,Kamari Beach,Letecky - Praha,Last minute
"24.6. - 1.7.
							(8 dní)",Rhodos,21462,Electra Tours,All Inclusive,17 050 Kč,Kamari Beach,Letecky - Praha,FM
"21.5. - 31.5.
							(11 dní)",Rhodos,7942,Electra Tours,All Inclusive,21 350 Kč,Avra Beach,Letecky - Praha,FM
"21.5. - 3.6.
							(14 dní)",Rhodos,7942,Electra Tours,All Inclusive,25 750 Kč,Avra Beach,Letecky - Praha,FM
"25.5. - 31.5.
							(7 dní)",Rhodos,7942,Electra Tours,All Inclusive,16 850 Kč,Avra Beach,Letecky - Praha,FM
"25.5. - 3.6.
							(10 dní)",Rhodos,7942,Electra Tours,All Inclusive,21 190 Kč,Avra Beach,Letecky - Praha,FM
"1.6. - 4.6.
							(4 dny)",Rhodos,7942,Electra Tours,All Inclusive,12 890 Kč,Avra Beach,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Rhodos,7942,Electra Tours,All Inclusive,24 990 Kč,Avra Beach,Letecky - Praha,FM
"8.7. - 18.7.
							(11 dní)",Rhodos,7942,Electra Tours,All Inclusive,32 450 Kč,Avra Beach,Letecky - Praha,FM
"10.7. - 20.7.
							(11 dní)",Rhodos,7942,Electra Tours,All Inclusive,32 450 Kč,Avra Beach,Letecky - Praha,FM
"13.7. - 16.7.
							(4 dny)",Rhodos,7942,Electra Tours,All Inclusive,15 590 Kč,Avra Beach,Letecky - Praha,Last minute
"15.7. - 22.7.
							(8 dní)",Rhodos,7942,Electra Tours,All Inclusive,25 190 Kč,Avra Beach,Letecky - Praha,FM
"21.5. - 31.5.
							(11 dní)",Rhodos,8576,Electra Tours,All Inclusive,13 250 Kč,Loutanis,Letecky - Praha,FM
"21.5. - 3.6.
							(14 dní)",Rhodos,8576,Electra Tours,All Inclusive,14 750 Kč,Loutanis,Letecky - Praha,FM
"25.5. - 31.5.
							(7 dní)",Rhodos,8576,Electra Tours,All Inclusive,11 190 Kč,Loutanis,Letecky - Praha,FM
"25.5. - 3.6.
							(10 dní)",Rhodos,8576,Electra Tours,All Inclusive,12 750 Kč,Loutanis,Letecky - Praha,FM
"1.6. - 4.6.
							(4 dny)",Rhodos,8576,Electra Tours,All Inclusive,9 990 Kč,Loutanis,Letecky - Praha,FM
"3.6. - 10.6.
							(8 dní)",Rhodos,8576,Electra Tours,All Inclusive,11 950 Kč,Loutanis,Letecky - Praha,FM
"6.6. - 13.6.
							(8 dní)",Rhodos,8576,Electra Tours,All Inclusive,12 490 Kč,Loutanis,Letecky - Brno,FM
"7.6. - 11.6.
							(5 dní)",Rhodos,8576,Electra Tours,All Inclusive,10 490 Kč,Loutanis,Letecky - Praha,FM
"10.6. - 17.6.
							(8 dní)",Rhodos,8576,Electra Tours,All Inclusive,11 990 Kč,Loutanis,Letecky - Praha,FM
"10.6. - 21.6.
							(12 dní)",Rhodos,8576,Electra Tours,All Inclusive,14 450 Kč,Loutanis,Letecky - Praha,FM
"21.5. - 31.5.
							(11 dní)",Rhodos,29379,Electra Tours,All Inclusive,14 150 Kč,Happy Days,Letecky - Praha,FM
"21.5. - 31.5.
							(11 dní)",Rhodos,29379,Electra Tours,Polopenze,12 050 Kč,Happy Days,Letecky - Praha,FM
"21.5. - 3.6.
							(14 dní)",Rhodos,29379,Electra Tours,Polopenze,13 250 Kč,Happy Days,Letecky - Praha,FM
"21.5. - 3.6.
							(14 dní)",Rhodos,29379,Electra Tours,All Inclusive,16 050 Kč,Happy Days,Letecky - Praha,FM
"25.5. - 31.5.
							(7 dní)",Rhodos,29379,Electra Tours,All Inclusive,11 790 Kč,Happy Days,Letecky - Praha,FM
"25.5. - 31.5.
							(7 dní)",Rhodos,29379,Electra Tours,Polopenze,10 490 Kč,Happy Days,Letecky - Praha,FM
"25.5. - 3.6.
							(10 dní)",Rhodos,29379,Electra Tours,All Inclusive,13 590 Kč,Happy Days,Letecky - Praha,FM
"25.5. - 3.6.
							(10 dní)",Rhodos,29379,Electra Tours,Polopenze,11 690 Kč,Happy Days,Letecky - Praha,FM
"1.6. - 4.6.
							(4 dny)",Rhodos,29379,Electra Tours,All Inclusive,10 250 Kč,Happy Days,Letecky - Praha,Last minute
"1.6. - 4.6.
							(4 dny)",Rhodos,29379,Electra Tours,Polopenze,9 590 Kč,Happy Days,Letecky - Praha,Last minute
"11.9. - 18.9.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,23 750 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Brno,FM
"13.9. - 24.9.
							(12 dní)",Korfu,27669,Electra Tours,All Inclusive,32 590 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"14.9. - 21.9.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,23 390 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Brno,FM
"16.9. - 23.9.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,23 490 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"17.9. - 1.10.
							(15 dní)",Korfu,27669,Electra Tours,All Inclusive,36 250 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"18.9. - 25.9.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,23 390 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Brno,FM
"21.9. - 28.9.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,22 490 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Brno,FM
"21.9. - 1.10.
							(11 dní)",Korfu,27669,Electra Tours,All Inclusive,28 190 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"23.9. - 30.9.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,21 750 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"16.7. - 30.7.
							(15 dní)",Korfu,46475,Electra Tours,All Inclusive,25 450 Kč,Summertime Apartments,Letecky - Praha,FM
"20.7. - 27.7.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,17 190 Kč,Summertime Apartments,Letecky - Brno,FM
"20.7. - 30.7.
							(11 dní)",Korfu,46475,Electra Tours,All Inclusive,21 150 Kč,Summertime Apartments,Letecky - Praha,FM
"22.7. - 29.7.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,17 190 Kč,Summertime Apartments,Letecky - Praha,FM
"23.7. - 2.8.
							(11 dní)",Korfu,46475,Electra Tours,All Inclusive,21 150 Kč,Summertime Apartments,Letecky - Praha,FM
"23.7. - 6.8.
							(15 dní)",Korfu,46475,Electra Tours,All Inclusive,26 390 Kč,Summertime Apartments,Letecky - Praha,FM
"29.7. - 5.8.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,17 790 Kč,Summertime Apartments,Letecky - Praha,FM
"30.7. - 10.8.
							(12 dní)",Korfu,46475,Electra Tours,All Inclusive,24 490 Kč,Summertime Apartments,Letecky - Praha,FM
"30.7. - 13.8.
							(15 dní)",Korfu,46475,Electra Tours,All Inclusive,28 490 Kč,Summertime Apartments,Letecky - Praha,FM
"2.8. - 13.8.
							(12 dní)",Korfu,46475,Electra Tours,All Inclusive,25 450 Kč,Summertime Apartments,Letecky - Praha,FM
"13.8. - 20.8.
							(8 dní)",Kréta,36829,Electra Tours,All Inclusive,23 550 Kč,Dessole Dolphin Bay Resort,"Letecky - Praha, Brno",FM
"13.8. - 27.8.
							(15 dní)",Kréta,36829,Electra Tours,All Inclusive,36 790 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,FM
"16.8. - 27.8.
							(12 dní)",Kréta,36829,Electra Tours,All Inclusive,31 350 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,FM
"17.8. - 31.8.
							(15 dní)",Kréta,36829,Electra Tours,All Inclusive,36 750 Kč,Dessole Dolphin Bay Resort,Letecky - Brno,FM
"20.8. - 27.8.
							(8 dní)",Kréta,36829,Electra Tours,All Inclusive,22 250 Kč,Dessole Dolphin Bay Resort,"Letecky - Praha, Brno",FM
"20.8. - 3.9.
							(15 dní)",Kréta,36829,Electra Tours,All Inclusive,35 050 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,FM
"24.8. - 27.8.
							(4 dny)",Kréta,36829,Electra Tours,All Inclusive,14 650 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,Last minute
"24.8. - 7.9.
							(15 dní)",Kréta,36829,Electra Tours,All Inclusive,35 450 Kč,Dessole Dolphin Bay Resort,Letecky - Brno,FM
"27.8. - 3.9.
							(8 dní)",Kréta,36829,Electra Tours,All Inclusive,21 750 Kč,Dessole Dolphin Bay Resort,"Letecky - Praha, Brno",FM
"27.8. - 6.9.
							(11 dní)",Kréta,36829,Electra Tours,All Inclusive,27 890 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,FM
"10.7. - 20.7.
							(11 dní)",Rhodos,27706,Electra Tours,All Inclusive,19 650 Kč,Evi,Letecky - Praha,FM
"13.7. - 16.7.
							(4 dny)",Rhodos,27706,Electra Tours,All Inclusive,11 790 Kč,Evi,Letecky - Praha,FM
"15.7. - 22.7.
							(8 dní)",Rhodos,27706,Electra Tours,All Inclusive,16 590 Kč,Evi,Letecky - Praha,FM
"19.7. - 23.7.
							(5 dní)",Rhodos,27706,Electra Tours,All Inclusive,12 890 Kč,Evi,Letecky - Praha,FM
"20.7. - 30.7.
							(11 dní)",Rhodos,27706,Electra Tours,All Inclusive,19 650 Kč,Evi,Letecky - Praha,FM
"22.7. - 29.7.
							(8 dní)",Rhodos,27706,Electra Tours,All Inclusive,16 590 Kč,Evi,Letecky - Praha,FM
"22.7. - 2.8.
							(12 dní)",Rhodos,27706,Electra Tours,All Inclusive,20 950 Kč,Evi,Letecky - Praha,FM
"25.7. - 1.8.
							(8 dní)",Rhodos,27706,Electra Tours,All Inclusive,16 290 Kč,Evi,Letecky - Brno,FM
"27.7. - 30.7.
							(4 dny)",Rhodos,27706,Electra Tours,All Inclusive,11 790 Kč,Evi,Letecky - Praha,FM
"29.7. - 5.8.
							(8 dní)",Rhodos,27706,Electra Tours,All Inclusive,16 590 Kč,Evi,Letecky - Praha,FM
"15.8. - 22.8.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,24 350 Kč,Sunshine Rhodes,Letecky - Brno,FM
"16.8. - 20.8.
							(5 dní)",Rhodos,52988,Electra Tours,All Inclusive,19 250 Kč,Sunshine Rhodes,Letecky - Praha,FM
"19.8. - 26.8.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,23 450 Kč,Sunshine Rhodes,Letecky - Praha,FM
"20.8. - 31.8.
							(12 dní)",Rhodos,52988,Electra Tours,All Inclusive,30 150 Kč,Sunshine Rhodes,Letecky - Praha,FM
"22.8. - 29.8.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,21 990 Kč,Sunshine Rhodes,Letecky - Brno,FM
"23.8. - 2.9.
							(11 dní)",Rhodos,52988,Electra Tours,All Inclusive,26 850 Kč,Sunshine Rhodes,Letecky - Praha,FM
"24.8. - 27.8.
							(4 dny)",Rhodos,52988,Electra Tours,All Inclusive,13 850 Kč,Sunshine Rhodes,Letecky - Praha,FM
"26.8. - 2.9.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,21 150 Kč,Sunshine Rhodes,Letecky - Praha,FM
"29.8. - 5.9.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,21 050 Kč,Sunshine Rhodes,Letecky - Brno,FM
"30.8. - 3.9.
							(5 dní)",Rhodos,52988,Electra Tours,All Inclusive,15 190 Kč,Sunshine Rhodes,Letecky - Praha,Last minute
"20.6. - 27.6.
							(8 dní)",Rhodos,7965,Electra Tours,All Inclusive,17 950 Kč,Labranda Blue Bay Beach,Letecky - Brno,FM
"21.6. - 25.6.
							(5 dní)",Rhodos,7965,Electra Tours,All Inclusive,13 790 Kč,Labranda Blue Bay Beach,Letecky - Praha,Last minute
"24.6. - 1.7.
							(8 dní)",Rhodos,7965,Electra Tours,All Inclusive,16 550 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"24.6. - 4.7.
							(11 dní)",Rhodos,7965,Electra Tours,All Inclusive,26 450 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"29.6. - 10.7.
							(12 dní)",Rhodos,7965,Electra Tours,All Inclusive,28 590 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"1.7. - 8.7.
							(8 dní)",Rhodos,7965,Electra Tours,All Inclusive,21 890 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Rhodos,7965,Electra Tours,All Inclusive,17 890 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"8.7. - 18.7.
							(11 dní)",Rhodos,7965,Electra Tours,All Inclusive,24 850 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"10.7. - 20.7.
							(11 dní)",Rhodos,7965,Electra Tours,All Inclusive,25 790 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"15.7. - 22.7.
							(8 dní)",Rhodos,7965,Electra Tours,All Inclusive,18 990 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"24.6. - 1.7.
							(8 dní)",Zakynthos,32025,Electra Tours,Polopenze,18 850 Kč,Astir Palace,Letecky - Praha,FM
"24.6. - 1.7.
							(8 dní)",Zakynthos,32025,Electra Tours,All Inclusive,21 850 Kč,Astir Palace,Letecky - Praha,FM
"26.8. - 2.9.
							(8 dní)",Zakynthos,32025,Electra Tours,Snídaně,16 090 Kč,Astir Palace,Letecky - Praha,FM
"26.8. - 2.9.
							(8 dní)",Zakynthos,32025,Electra Tours,Polopenze,18 250 Kč,Astir Palace,Letecky - Praha,FM
"26.8. - 2.9.
							(8 dní)",Zakynthos,32025,Electra Tours,All Inclusive,20 750 Kč,Astir Palace,Letecky - Praha,FM
"26.8. - 6.9.
							(12 dní)",Zakynthos,32025,Electra Tours,Snídaně,20 150 Kč,Astir Palace,Letecky - Praha,FM
"26.8. - 6.9.
							(12 dní)",Zakynthos,32025,Electra Tours,All Inclusive,27 490 Kč,Astir Palace,Letecky - Praha,FM
"26.8. - 6.9.
							(12 dní)",Zakynthos,32025,Electra Tours,Polopenze,23 490 Kč,Astir Palace,Letecky - Praha,FM
"2.9. - 9.9.
							(8 dní)",Zakynthos,32025,Electra Tours,Snídaně,16 090 Kč,Astir Palace,Letecky - Praha,FM
"2.9. - 9.9.
							(8 dní)",Zakynthos,32025,Electra Tours,Polopenze,18 250 Kč,Astir Palace,Letecky - Praha,FM
"24.6. - 1.7.
							(8 dní)",Rhodos,21860,Electra Tours,Snídaně,12 950 Kč,Nirvana Beach,Letecky - Praha,FM
"24.6. - 4.7.
							(11 dní)",Rhodos,21860,Electra Tours,Snídaně,15 090 Kč,Nirvana Beach,Letecky - Praha,FM
"29.6. - 2.7.
							(4 dny)",Rhodos,21860,Electra Tours,Snídaně,10 290 Kč,Nirvana Beach,Letecky - Praha,FM
"1.7. - 8.7.
							(8 dní)",Rhodos,21860,Electra Tours,Snídaně,13 850 Kč,Nirvana Beach,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Rhodos,21860,Electra Tours,Snídaně,13 050 Kč,Nirvana Beach,Letecky - Praha,FM
"8.7. - 18.7.
							(11 dní)",Rhodos,21860,Electra Tours,Snídaně,14 750 Kč,Nirvana Beach,Letecky - Praha,FM
"10.7. - 20.7.
							(11 dní)",Rhodos,21860,Electra Tours,Snídaně,15 090 Kč,Nirvana Beach,Letecky - Praha,FM
"13.7. - 16.7.
							(4 dny)",Rhodos,21860,Electra Tours,Snídaně,10 290 Kč,Nirvana Beach,Letecky - Praha,FM
"15.7. - 22.7.
							(8 dní)",Rhodos,21860,Electra Tours,Snídaně,13 890 Kč,Nirvana Beach,Letecky - Praha,FM
"19.7. - 23.7.
							(5 dní)",Rhodos,21860,Electra Tours,Snídaně,11 590 Kč,Nirvana Beach,Letecky - Praha,FM
"14.9. - 28.9.
							(15 dní)",Kréta,8599,Electra Tours,All Inclusive,23 750 Kč,Malia Bay,Letecky - Brno,FM
"17.9. - 24.9.
							(8 dní)",Kréta,8599,Electra Tours,All Inclusive,15 850 Kč,Malia Bay,"Letecky - Praha, Brno",FM
"17.9. - 27.9.
							(11 dní)",Kréta,8599,Electra Tours,All Inclusive,18 950 Kč,Malia Bay,Letecky - Praha,FM
"17.9. - 1.10.
							(15 dní)",Kréta,8599,Electra Tours,All Inclusive,22 290 Kč,Malia Bay,Letecky - Praha,FM
"21.9. - 24.9.
							(4 dny)",Kréta,8599,Electra Tours,All Inclusive,11 590 Kč,Malia Bay,Letecky - Praha,Last minute
"24.9. - 30.9.
							(7 dní)",Kréta,8599,Electra Tours,All Inclusive,14 050 Kč,Malia Bay,Letecky - Brno,FM
"24.9. - 1.10.
							(8 dní)",Kréta,8599,Electra Tours,All Inclusive,15 150 Kč,Malia Bay,Letecky - Praha,FM
"24.9. - 8.10.
							(15 dní)",Kréta,8599,Electra Tours,All Inclusive,21 250 Kč,Malia Bay,Letecky - Praha,FM
"27.9. - 1.10.
							(5 dní)",Kréta,8599,Electra Tours,All Inclusive,12 490 Kč,Malia Bay,Letecky - Praha,FM
"27.9. - 8.10.
							(12 dní)",Kréta,8599,Electra Tours,All Inclusive,18 990 Kč,Malia Bay,Letecky - Praha,FM
"24.6. - 4.7.
							(11 dní)",Rhodos,21462,Electra Tours,All Inclusive,20 990 Kč,Kamari Beach,Letecky - Praha,FM
"29.6. - 2.7.
							(4 dny)",Rhodos,21462,Electra Tours,All Inclusive,12 090 Kč,Kamari Beach,Letecky - Praha,Last minute
"1.7. - 8.7.
							(8 dní)",Rhodos,21462,Electra Tours,All Inclusive,18 750 Kč,Kamari Beach,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Rhodos,21462,Electra Tours,All Inclusive,19 950 Kč,Kamari Beach,Letecky - Praha,FM
"8.7. - 18.7.
							(11 dní)",Rhodos,21462,Electra Tours,All Inclusive,24 990 Kč,Kamari Beach,Letecky - Praha,FM
"10.7. - 20.7.
							(11 dní)",Rhodos,21462,Electra Tours,All Inclusive,24 990 Kč,Kamari Beach,Letecky - Praha,FM
"13.7. - 16.7.
							(4 dny)",Rhodos,21462,Electra Tours,All Inclusive,13 950 Kč,Kamari Beach,Letecky - Praha,FM
"15.7. - 22.7.
							(8 dní)",Rhodos,21462,Electra Tours,All Inclusive,20 190 Kč,Kamari Beach,Letecky - Praha,FM
"19.7. - 23.7.
							(5 dní)",Rhodos,21462,Electra Tours,All Inclusive,15 790 Kč,Kamari Beach,Letecky - Praha,FM
"20.7. - 30.7.
							(11 dní)",Rhodos,21462,Electra Tours,All Inclusive,24 990 Kč,Kamari Beach,Letecky - Praha,FM
"19.7. - 23.7.
							(5 dní)",Rhodos,7942,Electra Tours,All Inclusive,17 990 Kč,Avra Beach,Letecky - Praha,Last minute
"20.7. - 30.7.
							(11 dní)",Rhodos,7942,Electra Tours,All Inclusive,32 450 Kč,Avra Beach,Letecky - Praha,FM
"22.7. - 29.7.
							(8 dní)",Rhodos,7942,Electra Tours,All Inclusive,25 190 Kč,Avra Beach,Letecky - Praha,FM
"27.7. - 30.7.
							(4 dny)",Rhodos,7942,Electra Tours,All Inclusive,15 590 Kč,Avra Beach,Letecky - Praha,Last minute
"15.8. - 22.8.
							(8 dní)",Rhodos,7942,Electra Tours,All Inclusive,25 250 Kč,Avra Beach,Letecky - Brno,FM
"16.8. - 20.8.
							(5 dní)",Rhodos,7942,Electra Tours,All Inclusive,17 990 Kč,Avra Beach,Letecky - Praha,Last minute
"19.8. - 26.8.
							(8 dní)",Rhodos,7942,Electra Tours,All Inclusive,25 190 Kč,Avra Beach,Letecky - Praha,FM
"20.8. - 31.8.
							(12 dní)",Rhodos,7942,Electra Tours,All Inclusive,34 390 Kč,Avra Beach,Letecky - Praha,FM
"22.8. - 29.8.
							(8 dní)",Rhodos,7942,Electra Tours,All Inclusive,25 190 Kč,Avra Beach,Letecky - Brno,FM
"23.8. - 2.9.
							(11 dní)",Rhodos,7942,Electra Tours,All Inclusive,30 850 Kč,Avra Beach,Letecky - Praha,FM
"15.6. - 18.6.
							(4 dny)",Rhodos,8576,Electra Tours,All Inclusive,10 090 Kč,Loutanis,Letecky - Praha,FM
"17.6. - 24.6.
							(8 dní)",Rhodos,8576,Electra Tours,All Inclusive,12 790 Kč,Loutanis,Letecky - Praha,FM
"20.6. - 27.6.
							(8 dní)",Rhodos,8576,Electra Tours,All Inclusive,12 790 Kč,Loutanis,Letecky - Brno,FM
"21.6. - 25.6.
							(5 dní)",Rhodos,8576,Electra Tours,All Inclusive,10 890 Kč,Loutanis,Letecky - Praha,Last minute
"24.6. - 1.7.
							(8 dní)",Rhodos,8576,Electra Tours,All Inclusive,12 790 Kč,Loutanis,Letecky - Praha,FM
"24.6. - 4.7.
							(11 dní)",Rhodos,8576,Electra Tours,All Inclusive,14 950 Kč,Loutanis,Letecky - Praha,FM
"29.6. - 2.7.
							(4 dny)",Rhodos,8576,Electra Tours,All Inclusive,10 150 Kč,Loutanis,Letecky - Praha,FM
"1.7. - 8.7.
							(8 dní)",Rhodos,8576,Electra Tours,All Inclusive,13 950 Kč,Loutanis,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Rhodos,8576,Electra Tours,All Inclusive,13 550 Kč,Loutanis,Letecky - Praha,FM
"8.7. - 18.7.
							(11 dní)",Rhodos,8576,Electra Tours,All Inclusive,15 450 Kč,Loutanis,Letecky - Praha,FM
"30.7. - 10.8.
							(12 dní)",Rhodos,29379,Electra Tours,All Inclusive,19 990 Kč,Happy Days,Letecky - Praha,FM
"30.7. - 10.8.
							(12 dní)",Rhodos,29379,Electra Tours,Polopenze,17 550 Kč,Happy Days,Letecky - Praha,FM
"2.8. - 6.8.
							(5 dní)",Rhodos,29379,Electra Tours,All Inclusive,12 590 Kč,Happy Days,Letecky - Praha,Last minute
"2.8. - 6.8.
							(5 dní)",Rhodos,29379,Electra Tours,Polopenze,11 690 Kč,Happy Days,Letecky - Praha,Last minute
"5.8. - 12.8.
							(8 dní)",Rhodos,29379,Electra Tours,All Inclusive,16 090 Kč,Happy Days,Letecky - Praha,FM
"5.8. - 12.8.
							(8 dní)",Rhodos,29379,Electra Tours,Polopenze,14 590 Kč,Happy Days,Letecky - Praha,FM
"8.8. - 15.8.
							(8 dní)",Rhodos,29379,Electra Tours,All Inclusive,15 690 Kč,Happy Days,Letecky - Brno,FM
"8.8. - 15.8.
							(8 dní)",Rhodos,29379,Electra Tours,Polopenze,14 150 Kč,Happy Days,Letecky - Brno,FM
"10.8. - 13.8.
							(4 dny)",Rhodos,29379,Electra Tours,All Inclusive,11 550 Kč,Happy Days,Letecky - Praha,Last minute
"10.8. - 13.8.
							(4 dny)",Rhodos,29379,Electra Tours,Polopenze,10 850 Kč,Happy Days,Letecky - Praha,Last minute
"5.8. - 12.8.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,19 250 Kč,Summertime Apartments,Letecky - Praha,FM
"6.8. - 20.8.
							(15 dní)",Korfu,46475,Electra Tours,All Inclusive,29 750 Kč,Summertime Apartments,Letecky - Praha,FM
"10.8. - 17.8.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,19 250 Kč,Summertime Apartments,Letecky - Brno,FM
"10.8. - 20.8.
							(11 dní)",Korfu,46475,Electra Tours,All Inclusive,24 190 Kč,Summertime Apartments,Letecky - Praha,FM
"12.8. - 19.8.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,19 250 Kč,Summertime Apartments,Letecky - Praha,FM
"13.8. - 23.8.
							(11 dní)",Korfu,46475,Electra Tours,All Inclusive,24 190 Kč,Summertime Apartments,Letecky - Praha,FM
"13.8. - 27.8.
							(15 dní)",Korfu,46475,Electra Tours,All Inclusive,29 750 Kč,Summertime Apartments,Letecky - Praha,FM
"19.8. - 26.8.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,19 250 Kč,Summertime Apartments,Letecky - Praha,FM
"20.8. - 31.8.
							(12 dní)",Korfu,46475,Electra Tours,All Inclusive,24 490 Kč,Summertime Apartments,Letecky - Praha,FM
"20.8. - 3.9.
							(15 dní)",Korfu,46475,Electra Tours,All Inclusive,27 590 Kč,Summertime Apartments,Letecky - Praha,FM
"10.6. - 17.6.
							(8 dní)",Korfu,29107,Electra Tours,All Inclusive,25 290 Kč,Aquis Sandy Beach,Letecky - Praha,FM
"11.6. - 22.6.
							(12 dní)",Korfu,29107,Electra Tours,All Inclusive,37 950 Kč,Aquis Sandy Beach,Letecky - Praha,FM
